"","X","Player","link_TRM","scouting_period","Age","Height","Position","Foot","Data_League","Goals.Against","Shots.on.Target.Against","Saves","Save.","Wins","Draws","Losses","Clean.Sheets","Clean.Sheet.Percentage","Penalty.Kicks.Attempted","Penalty.Kicks.Allowed","Penalty.Kicks.Saved","Penalty.Kicks.Missed","Save...Penalty.Kicks.","Goals.Against.1","Penalty.Kicks.Allowed.1","Free.Kick.Goals.Against","Corner.Kick.Goals.Against","Own.Goals.Scored.Against.Goalkeeper","PSxG","PSxG.SoT","PSxG.GA","Passes.Completed..Launched.","Passes.Attempted..Launched.","Pass.Completion.Percentage..Launched.","Passes.Attempted","Throws.Attempted","Launch.","Average.Pass.Length","Goal.Kicks","Launch...Goal.Kicks.","Avg..Length.of.Goal.Kicks","Crosses.Faced","Crosses.Stopped","Crosses.Stopped..","Def..Actions.Outside.Pen..Area","Avg..Distance.of.Def..Actions"
"207",207,"Florian Kastenmeier","https://www.transfermarkt.com/florian-kastenmeier/profil/spieler/255294","2019-2020",23,1.92,"Goalkeeper","right","Bundesliga",1.82,4.47,2.94,61.8,0.12,0.53,0.35,0.12,11.8,0.18,0.12,0.06,0,33.3,1.82,0.12,0,0.18,0.18,1.44,0.3,-0.21,8.24,19.41,42.4,30.53,3.29,51.1,42.5,6.53,58.6,48.3,6.18,0.24,3.8,0.82,15.5
"208",208,"Florian Müller","https://www.transfermarkt.com/florian-muller/profil/spieler/284769","2021-2022",25,1.9,"Goalkeeper","left","Bundesliga",1.87,4.74,3.04,64.2,0.26,0.26,0.48,0.13,13,0.17,0.17,0,0,0,1.87,0.17,0.04,0.22,0.04,1.45,0.28,-0.38,4.48,9.35,47.9,26.48,5.04,26.6,29.7,7.74,29.8,30.4,9.74,0.43,4.5,0.83,14.2
"209",209,"Florian Müller","https://www.transfermarkt.com/florian-muller/profil/spieler/284769","2020-2021",24,1.9,"Goalkeeper","left","Bundesliga",1.48,4.9,3.55,71.1,0.35,0.26,0.39,0.19,19.4,0.1,0.06,0.03,0,33.3,1.48,0.06,0.06,0.1,0.06,1.52,0.3,0.1,6.1,18.94,32.2,34.39,4.81,36.3,36.9,8.77,73.5,57.3,7.9,0.39,4.9,0.74,15.1
"210",210,"Florian Müller","https://www.transfermarkt.com/florian-muller/profil/spieler/284769","2019-2020",23,1.9,"Goalkeeper","left","Bundesliga",2,5.12,3.28,64.1,0.24,0.16,0.56,0.16,16.7,0.24,0.16,0.08,0,33.3,2,0.16,0.16,0.16,0,1.85,0.33,-0.15,7.04,17.2,40.9,29.04,6.16,38.3,36.6,9.52,63.9,50.2,9.28,0.64,6.9,1.12,16.1
"211",211,"Florian Müller","https://www.transfermarkt.com/florian-muller/profil/spieler/284769","2018-2019",22,1.9,"Goalkeeper","left","Bundesliga",1.79,4.92,3.25,66.1,0.33,0.13,0.54,0.21,20.8,0.17,0.13,0,0.04,0,1.79,0.13,0,0.25,0,1.63,0.33,-0.16,7.21,18.88,38.2,25.92,4.33,47.1,41.3,8.63,77.3,58.8,9.42,0.29,3.1,0.79,15.5
"212",212,"Florian Müller","https://www.transfermarkt.com/florian-muller/profil/spieler/284769","2017-2018",21,1.9,"Goalkeeper","left","Bundesliga",1.4,3.8,2.2,63.2,0.2,0.2,0.6,0.2,20,0.2,0,0.2,0,100,1.4,0,0,0.4,0,1.22,0.3,-0.18,6.2,19.6,31.6,23.8,4.8,52.9,42,8.2,85.4,60.6,10.2,0.2,2,0.6,13.6
"213",213,"Fraser Forster","https://www.transfermarkt.com/fraser-forster/profil/spieler/52570","2021-2022",34,2.01,"Goalkeeper","right","Premier League",1.58,4.5,3.17,68.5,0.42,0.25,0.33,0.17,16.7,0.17,0.17,0,0,0,1.58,0.17,0,0.25,0.08,1.58,0.32,0.08,6.75,18.75,36,26,4.08,51.3,43,6.92,78.3,54.4,10.08,0.83,8.3,0.67,13.2
"214",214,"Fraser Forster","https://www.transfermarkt.com/fraser-forster/profil/spieler/52570","2020-2021",33,2.01,"Goalkeeper","right","Premier League",1.38,3.5,2.38,67.9,0.5,0,0.5,0.25,25,0.38,0.25,0.13,0,33.3,1.38,0.25,0,0.13,0,1.1,0.25,-0.28,5.38,19.13,28.1,26.25,3.63,51.4,41,8,70.3,49.6,11,0.88,8,0.88,15.2
"215",215,"Fraser Forster","https://www.transfermarkt.com/fraser-forster/profil/spieler/52570","2017-2018",30,2.01,"Goalkeeper","right","Premier League",1.5,4.9,3.35,69.4,0.2,0.35,0.45,0.2,20,0.05,0,0.05,0,100,1.5,0,0.1,0.2,0,1.35,0.28,-0.16,5.25,17.75,29.6,18.2,3.2,62.1,49.2,7.35,87.8,64.2,8.15,0.45,5.5,0.35,12.4
"216",216,"Gabriel","https://www.transfermarkt.com/gabriel/profil/spieler/79242","2019-2020",28,1.93,"Goalkeeper","right","Serie A",2.28,6.52,4.59,69.6,0.18,0.24,0.6,0.06,5.9,0.36,0.3,0.06,0,16.7,2.28,0.3,0.03,0.36,0.09,2.43,0.34,0.24,4.41,10.63,41.5,19.61,5.83,36.1,34.9,9.79,36.2,31.8,11.47,0.63,5.5,0.36,13.6
"217",217,"Gaëtan Poussin","https://www.transfermarkt.com/gaetan-poussin/profil/spieler/344591","2021-2022",24,1.86,"Goalkeeper","right","Ligue 1",2.57,4,2,42.9,0.14,0.29,0.57,0,0,0.57,0.29,0.29,0,50,2.57,0.29,0,0.29,0.29,2.03,0.38,-0.26,7.29,14.43,50.5,29.57,5.43,34.8,34,8.71,47.5,39.8,8.57,0.29,3.3,1.71,16
"218",218,"Gauthier Gallon","https://www.transfermarkt.com/gauthier-gallon/profil/spieler/193256","2021-2022",30,1.86,"Goalkeeper","right","Ligue 1",1.45,3.97,2.83,70.4,0.24,0.28,0.48,0.24,24.1,0.28,0.28,0,0,0,1.45,0.28,0,0.24,0.07,1.3,0.26,-0.08,7.14,16.9,42.2,25.9,4.9,46.3,38.9,8.14,60.2,44,9.21,0.62,6.7,0.45,12.7
"219",219,"Gautier Larsonneur","https://www.transfermarkt.com/gautier-larsonneur/profil/spieler/357047","2020-2021",25,1.81,"Goalkeeper","right","Ligue 1",1.77,4.54,2.97,66,0.29,0.2,0.51,0.17,17.1,0.29,0.23,0.03,0.03,11.1,1.77,0.23,0.03,0.17,0.06,1.5,0.29,-0.22,6.31,13,48.6,28.06,4.71,37,36.6,8.06,32.6,34.5,9.74,0.74,7.6,0.43,12.9
"220",220,"Gautier Larsonneur","https://www.transfermarkt.com/gautier-larsonneur/profil/spieler/357047","2019-2020",24,1.81,"Goalkeeper","right","Ligue 1",1.28,4.8,3.57,75.8,0.26,0.38,0.38,0.26,25.9,0.19,0.11,0.04,0.04,25,1.28,0.11,0,0.19,0,1.53,0.29,0.26,6.72,16.81,40,29.76,5.37,43.3,39.2,8.82,44.7,38.9,11.41,1.01,8.9,0.71,14.4
"221",221,"Gerónimo Rulli","https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604","2021-2022",31,1.89,"Goalkeeper","right","La Liga",0.84,2.96,2.16,75.7,0.4,0.32,0.28,0.48,48,0.16,0.12,0.04,0,25,0.84,0.12,0,0.04,0.04,0.86,0.26,0.06,5,11.24,44.5,33.44,5,24.8,32.5,6.8,43.5,40.3,8.92,0.88,9.9,1,15.8
"222",222,"Gerónimo Rulli","https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604","2019-2020",29,1.89,"Goalkeeper","right","Ligue 1",1.08,4.48,3.56,78.6,0.44,0.28,0.28,0.32,32,0.2,0.12,0.04,0.04,25,1.08,0.12,0.04,0.08,0.04,1.1,0.21,0.06,8.84,16.76,52.7,27.2,5.92,42.4,37.5,8.12,64.5,49,9.12,0.8,8.8,1.04,16.1
"223",223,"Gerónimo Rulli","https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604","2018-2019",28,1.89,"Goalkeeper","right","La Liga",1.3,4,2.85,69.4,0.37,0.33,0.3,0.26,25.9,0.11,0.07,0.04,0,33.3,1.3,0.07,0.04,0.37,0.07,1.17,0.27,-0.05,6.96,16.41,42.4,31.41,4.07,35.3,35.1,7.7,69.2,52,11.41,1.04,9.1,0.93,16
"224",224,"Gerónimo Rulli","https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604","2017-2018",27,1.89,"Goalkeeper","right","La Liga",1.73,3.88,2.35,59.4,0.38,0.19,0.42,0.23,23.1,0.19,0.15,0.04,0,20,1.73,0.15,0.08,0.19,0.04,1.4,0.32,-0.29,6.73,14.46,46.5,34.35,3.15,35.4,34.9,3.96,58.3,45.9,8.12,0.85,10.4,0.81,15.2
"225",225,"Gianluca Pegolo","https://www.transfermarkt.com/gianluca-pegolo/profil/spieler/21872","2019-2020",38,1.83,"Goalkeeper","left","Serie A",0.8,5.2,4.6,84.6,0.4,0.4,0.2,0.4,40,0,0,0,0,NA,0.8,0,0,0,0.2,1.12,0.22,0.52,3,7.8,38.5,24.4,4.8,24.6,26.9,7.2,25,22.7,7.4,0.2,2.7,0.2,11.5
"226",226,"Gianluigi Buffon","https://www.transfermarkt.com/gianluigi-buffon/profil/spieler/5023","2020-2021",44,1.92,"Goalkeeper","right","Serie A",0.63,2.13,1.75,82.4,0.88,0.13,0,0.38,37.5,0.38,0.25,0.13,0,33.3,0.63,0.25,0.13,0,0,0.63,0.16,0,4.13,9.25,44.6,30.25,5.5,24.4,30,7.75,24.2,26.6,10.13,0.25,2.5,0.63,14
"227",227,"Gianluigi Buffon","https://www.transfermarkt.com/gianluigi-buffon/profil/spieler/5023","2019-2020",43,1.92,"Goalkeeper","right","Serie A",1.11,3.56,2.56,71.9,0.78,0.11,0.11,0.11,11.1,0.22,0.11,0,0.11,0,1.11,0.11,0,0.22,0,0.84,0.21,-0.27,2.44,4.22,57.9,17.44,4.44,17.8,27.4,6.11,18.2,22.9,8.44,0.11,1.3,0.78,16.4
"228",228,"Gianluigi Buffon","https://www.transfermarkt.com/gianluigi-buffon/profil/spieler/5023","2018-2019",42,1.92,"Goalkeeper","right","Ligue 1",1.06,3.59,2.76,72.1,0.76,0.06,0.18,0.35,35.3,0.12,0.06,0.06,0,50,1.06,0.06,0.06,0.12,0.18,1.01,0.25,0.12,2.53,4.35,58.1,17.59,4.41,13,23.8,6.06,34,35.1,6.06,0.24,3.9,0.71,15.4
"229",229,"Gianluigi Buffon","https://www.transfermarkt.com/gianluigi-buffon/profil/spieler/5023","2017-2018",41,1.92,"Goalkeeper","right","Serie A",0.68,2.8,2.32,81,0.82,0.1,0.1,0.53,52.4,0.19,0.14,0.05,0,25,0.68,0.14,0,0.1,0.1,0.76,0.22,0.18,4.2,9.03,46.5,20.82,3.43,32.5,34.2,4.88,46.5,40.2,8.07,0.58,7.2,0.68,14.5
"230",230,"Gianluigi Donnarumma","https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858","2021-2022",24,1.96,"Goalkeeper","right","Ligue 1",0.73,3.55,2.73,79.5,0.82,0.09,0.09,0.36,36.4,0,0,0,0,NA,0.73,0,0,0.18,0,0.92,0.27,0.19,2.45,4.09,60,21.64,6.55,14.3,24.1,5.73,17.5,22.3,6.09,0.27,4.5,1.27,17.1
"231",231,"Gianluigi Donnarumma","https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858","2020-2021",23,1.96,"Goalkeeper","right","Serie A",1.03,3.38,2.43,71.2,0.65,0.16,0.19,0.38,37.8,0.11,0.05,0.03,0.03,33.3,1.03,0.05,0.05,0.19,0.03,1.07,0.3,0.07,4.95,11.65,42.5,27.73,3.78,33.2,32.3,5.92,41.1,35.9,9.05,0.78,8.7,0.59,14.8
"232",232,"Gianluigi Donnarumma","https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858","2019-2020",22,1.96,"Goalkeeper","right","Serie A",1.18,3.77,2.73,71.6,0.51,0.25,0.25,0.34,33.3,0.22,0.11,0.11,0,50,1.18,0.11,0,0.2,0.03,1.28,0.29,0.13,6.24,13.19,47.3,24.8,4.84,38.4,34.4,7.31,50,39,8.55,0.82,9.5,0.56,14.6
"233",233,"Gianluigi Donnarumma","https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858","2018-2019",21,1.96,"Goalkeeper","right","Serie A",0.9,3.52,2.74,76.9,0.52,0.32,0.2,0.32,30.6,0.12,0.09,0.03,0,25,0.9,0.09,0.03,0.15,0.03,1.02,0.27,0.15,5.71,10.86,52.5,25.29,5.65,27.5,30.1,8.5,45.9,39.5,10.6,0.9,8.5,0.41,13.8
"234",234,"Gianluigi Donnarumma","https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858","2017-2018",20,1.96,"Goalkeeper","right","Serie A",1.11,3.45,2.42,69.5,0.47,0.26,0.26,0.32,31.6,0.08,0.05,0,0.03,0,1.11,0.05,0,0.11,0.03,1.07,0.3,-0.01,5.05,10.58,47.8,23.47,3.58,33,31.5,5.11,55.7,42.2,8.03,0.61,7.5,0.37,14.4
"235",235,"Giorgi Mamardashvili","https://www.transfermarkt.com/giorgi-mamardashvili/profil/spieler/502676","2021-2022",22,1.97,"Goalkeeper","left","La Liga",1.18,4.18,3.09,73.9,0.36,0.27,0.36,0.45,45.5,0.09,0.09,0,0,0,1.18,0.09,0,0.09,0,1.03,0.23,-0.15,8.18,18.73,43.7,19.36,3.64,64.3,46.1,7.91,79.3,57,9.55,0.55,5.7,0.82,13.9
"236",236,"Gorka Iraizoz","https://www.transfermarkt.com/gorka-iraizoz/profil/spieler/7874","2018-2019",38,1.91,"Goalkeeper","right","La Liga",1.61,5.81,4.68,77.8,0.16,0,0.81,0.16,16.7,0.32,0.32,0,0,0,1.61,0.32,0,0.16,0.16,2.29,0.36,0.84,8.23,20.32,40.5,26.45,7.26,52.4,42.4,10.48,61.5,46.5,12.1,1.13,9.3,0.32,11.9
"237",237,"Gorka Iraizoz","https://www.transfermarkt.com/gorka-iraizoz/profil/spieler/7874","2017-2018",37,1.91,"Goalkeeper","right","La Liga",1.53,4.35,3.06,64.9,0.12,0.35,0.47,0.24,25,0,0,0,0,NA,1.53,0,0.12,0,0.24,1.41,0.33,0.12,7.53,16.94,44.4,20.24,5.06,62.8,45.8,4.71,90,59.9,7.06,1.18,16.7,1.65,18
"238",238,"Gregor Kobel","https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814","2021-2022",25,1.94,"Goalkeeper","right","Bundesliga",1.35,3.8,2.65,67.7,0.73,0.08,0.2,0.24,24,0.12,0.12,0,0,0,1.35,0.12,0.08,0.2,0.08,1.23,0.3,-0.03,3.55,9.88,36,30.69,4.86,23.7,30,6.29,41.6,38.2,6.65,0.78,11.7,0.98,15.8
"239",239,"Gregor Kobel","https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814","2020-2021",24,1.94,"Goalkeeper","right","Bundesliga",1.64,4.7,3.18,68.4,0.33,0.27,0.39,0.15,15.2,0.21,0.15,0.06,0,28.6,1.64,0.15,0.03,0.09,0.03,1.46,0.28,-0.14,4.18,10.21,40.9,28.48,6.06,29.5,30.1,8.36,21.7,25.3,8.55,0.61,7.1,0.52,13.3
"240",240,"Gregor Kobel","https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814","2018-2019",22,1.94,"Goalkeeper","right","Bundesliga",2.61,5.53,3.04,54.9,0.3,0.12,0.61,0.18,17.6,0.18,0.12,0.06,0,33.3,2.61,0.12,0.06,0.55,0.06,1.99,0.33,-0.57,5.96,16.11,37,27.06,4.56,43.4,38.1,7.36,59.5,50.5,9.3,0.91,9.8,1.09,14.8
"241",241,"Guglielmo Vicario","https://www.transfermarkt.com/guglielmo-vicario/profil/spieler/286047","2021-2022",26,1.94,"Goalkeeper","right","Serie A",1.86,5.34,3.62,67.1,0.28,0.28,0.45,0.17,17.2,0.21,0.1,0.03,0.07,25,1.86,0.1,0.03,0.14,0.14,1.76,0.31,0.04,4.52,11.17,40.4,26.62,5.28,29.3,31.6,7.24,46.7,40,10.66,1,9.4,0.38,12.9
"242",242,"Heurelho Gomes","https://www.transfermarkt.com/heurelho-gomes/profil/spieler/19059","2017-2018",38,1.91,"Goalkeeper","right","Premier League",1.69,4.1,2.54,61.9,0.3,0.21,0.51,0.21,20.8,0.13,0.13,0,0,0,1.69,0.13,0.04,0.3,0.04,1.37,0.32,-0.28,8.62,21.52,40.1,24.01,5.03,65,48.3,7.52,78.7,60.1,9.13,1.14,12.5,0.68,14.4
"243",243,"Hugo Lloris","https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965","2021-2022",36,1.88,"Goalkeeper","left","Premier League",1.25,3.86,2.71,69.4,0.54,0.11,0.36,0.39,39.3,0.07,0.07,0,0,0,1.25,0.07,0,0.14,0.04,1.23,0.31,0.02,4.61,9.57,48.1,17.54,3.86,37.1,34.5,7.32,42,35.2,9.46,0.64,6.8,0.71,14.8
"244",244,"Hugo Lloris","https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965","2020-2021",35,1.88,"Goalkeeper","left","Premier League",1.18,3.79,2.92,75.7,0.47,0.21,0.32,0.32,31.6,0.26,0.26,0,0,0,1.18,0.26,0,0.08,0.08,1.24,0.28,0.13,5.32,12.87,41.3,21.03,4.16,46.3,37.3,7.05,44.4,36.7,9.63,0.47,4.9,0.42,13.4
"245",245,"Hugo Lloris","https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965","2019-2020",34,1.88,"Goalkeeper","left","Premier League",1.05,4.63,3.69,79.6,0.55,0.3,0.2,0.3,28.6,0.15,0.1,0.05,0,33.3,1.05,0.1,0,0.1,0.05,1.36,0.27,0.36,6.62,14.94,44.3,20.87,4.08,49.9,40.7,7.42,61.1,44.1,9.41,0.55,5.8,0.2,11.4
"246",246,"Hugo Lloris","https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965","2018-2019",33,1.88,"Goalkeeper","left","Premier League",1,3.67,2.76,75.2,0.64,0.06,0.3,0.36,36.4,0.15,0.09,0.06,0,40,1,0.09,0.03,0.15,0.09,1.21,0.3,0.3,6.88,14.61,47.1,28.12,4.64,37.1,36.1,7.58,55.2,46.2,8.58,0.39,4.6,0.52,14.5
"247",247,"Hugo Lloris","https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965","2017-2018",32,1.88,"Goalkeeper","left","Premier League",0.97,3.22,2.28,71.6,0.61,0.19,0.19,0.42,41.7,0.08,0.06,0.03,0,33.3,0.97,0.06,0.03,0.22,0,0.99,0.29,0.02,5.72,12.44,46,26.08,5.28,34.5,35.7,6.36,54.1,45.3,7.69,0.72,9.4,0.86,16.4
"248",248,"Iago Herrerín","https://www.transfermarkt.com/iago-herrerin/profil/spieler/71570","2018-2019",32,1.87,"Goalkeeper","right","La Liga",1.03,2.74,1.81,65.9,0.39,0.32,0.29,0.32,32.3,0.1,0.1,0,0,0,1.03,0.1,0,0.13,0,0.89,0.3,-0.15,11.35,24.74,45.9,25.06,2.74,73.1,52.6,6.87,93.4,69.1,9.65,0.71,7.4,0.84,16
"249",249,"Iago Herrerín","https://www.transfermarkt.com/iago-herrerin/profil/spieler/71570","2017-2018",31,1.87,"Goalkeeper","right","La Liga",0.75,3.25,2.75,84.6,0.38,0.5,0.13,0.5,50,0.38,0.25,0.13,0,33.3,0.75,0.25,0,0,0,0.94,0.19,0.19,10.88,22.25,48.9,25.63,2.88,69.8,48.7,4.63,94.6,65.3,10.88,0.88,8,0.5,14.3
"250",250,"Illan Meslier","https://www.transfermarkt.com/illan-meslier/profil/spieler/542586","2021-2022",22,1.97,"Goalkeeper","left","Premier League",2.26,5.84,3.68,64.2,0.24,0.27,0.51,0.1,10,0.17,0.17,0,0,0,2.26,0.17,0.07,0.34,0.03,1.93,0.31,-0.3,4.05,12.33,32.9,29.29,6.96,32.8,31.8,7.4,37,35.5,5.81,0.47,8.1,1.01,14.8
"251",251,"Illan Meslier","https://www.transfermarkt.com/illan-meslier/profil/spieler/542586","2020-2021",21,1.97,"Goalkeeper","left","Premier League",1.49,5.06,3.83,75.1,0.46,0.14,0.4,0.31,31.4,0.26,0.23,0.03,0,11.1,1.49,0.23,0.03,0.31,0.06,1.58,0.27,0.15,5.17,11.69,44.3,30.91,7.69,28.4,30.6,7.6,38.3,34,5.66,0.6,10.6,0.57,13.6
"252",252,"Ionu<U+021B> Radu","https://www.transfermarkt.com/ionut-radu/profil/spieler/303657","2019-2020",24,1.88,"Goalkeeper","right","Serie A",2.06,5.24,3.59,67.4,0.12,0.29,0.59,0.12,11.8,0.41,0.35,0,0.06,0,2.06,0.35,0.12,0.24,0.06,1.88,0.3,-0.12,5.24,12.12,43.2,29.76,5,35,34.2,9,19,27.9,10.53,0.53,5,0.24,11.5
"253",253,"Ionu<U+021B> Radu","https://www.transfermarkt.com/ionut-radu/profil/spieler/303657","2018-2019",23,1.88,"Goalkeeper","right","Serie A",1.39,4.3,3.09,71.1,0.18,0.42,0.39,0.18,18.2,0.18,0.15,0.03,0,16.7,1.39,0.15,0,0.24,0.03,1.49,0.31,0.12,7.15,22.03,32.5,20.03,3.06,68.7,52.9,9.03,91.6,66.4,10.45,0.67,6.4,0.39,13.1
"254",254,"Iván Cuéllar","https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493","2019-2020",37,1.87,"Goalkeeper","left","La Liga",1.22,3.67,2.48,67.7,0.26,0.33,0.41,0.3,29.6,0.07,0.04,0.04,0,50,1.22,0.04,0.04,0.3,0,1.1,0.29,-0.13,8.52,23.08,36.9,22.42,4,69.9,52.1,8.08,91.7,67.8,10.08,1.19,11.8,1.26,16
"255",255,"Iván Cuéllar","https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493","2018-2019",36,1.87,"Goalkeeper","left","La Liga",1.12,3.27,2.24,67.6,0.29,0.35,0.35,0.29,29.4,0.06,0.06,0,0,0,1.12,0.06,0.06,0.06,0.03,1.07,0.32,-0.02,9.34,22.79,41,23.03,2.71,68.2,51.4,7.92,89.6,66.1,10.72,0.77,7.1,0.59,14.4
"256",256,"Iván Cuéllar","https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493","2017-2018",35,1.87,"Goalkeeper","left","La Liga",1.23,4.11,3,73.6,0.31,0.2,0.49,0.4,40,0.17,0.14,0.03,0,16.7,1.23,0.14,0.09,0.14,0,1.16,0.26,-0.07,8,23.17,34.5,21.54,2,80.2,55.7,6,98.1,69.8,8.89,0.83,9.3,0.86,15.4
"257",257,"Ivan Provedel","https://www.transfermarkt.com/ivan-provedel/profil/spieler/197929","2021-2022",28,1.92,"Goalkeeper","right","Serie A",1.52,4.87,3.65,75,0.3,0.17,0.52,0.22,21.7,0.43,0.3,0.04,0.09,12.5,1.52,0.3,0.13,0.13,0.09,1.38,0.23,-0.05,9.17,22.04,41.6,32.09,4.3,53.4,43.9,7.26,67.7,50.2,8.96,0.78,8.7,0.74,14.7
"258",258,"Ivan Provedel","https://www.transfermarkt.com/ivan-provedel/profil/spieler/197929","2020-2021",27,1.92,"Goalkeeper","right","Serie A",1.9,4.28,2.55,60.5,0.21,0.34,0.45,0.14,13.8,0.24,0.21,0.03,0,14.3,1.9,0.21,0.03,0.17,0,1.69,0.35,-0.2,9.66,21.28,45.4,43.34,4.66,42.7,38.3,5.31,51.9,44.7,6.86,0.66,9.5,1,16.3
"259",259,"Ivan Provedel","https://www.transfermarkt.com/ivan-provedel/profil/spieler/197929","2018-2019",25,1.92,"Goalkeeper","right","Serie A",2.25,6.31,4.31,67.3,0.25,0.25,0.5,0,0,0.25,0.19,0,0.06,0,2.25,0.19,0,0.25,0.06,1.81,0.26,-0.38,5.38,13.13,41,22.19,6.31,41.7,37.9,7.88,49.2,43.8,13.25,1.19,9,0.38,12.6
"260",260,"Iván Villar","https://www.transfermarkt.com/ivan-villar/profil/spieler/297194","2020-2021",24,1.86,"Goalkeeper","right","La Liga",1.52,3.64,2.38,66.7,0.35,0.25,0.35,0.25,26.3,0.35,0.3,0.05,0,14.3,1.52,0.3,0.05,0.1,0.05,1.42,0.32,-0.05,5.31,18.7,28.4,25.87,3.94,50,41.2,8.69,66.3,51.4,10.66,0.91,8.5,0.76,15.1
"261",261,"Ivo Grbic","https://www.transfermarkt.com/ivo-grbic/profil/spieler/226073","2021-2022",27,1.95,"Goalkeeper","right","Ligue 1",1.33,4.19,3,70.5,0.38,0.33,0.29,0.1,9.5,0.1,0.1,0,0,0,1.33,0.1,0.05,0.29,0.05,1.3,0.29,0.01,5.24,13.67,38.3,19.95,4.05,44.6,38.7,7.81,61,46.2,9.76,1,10.2,0.62,14.6
"262",262,"Jack Butland","https://www.transfermarkt.com/jack-butland/profil/spieler/128899","2021-2022",29,1.96,"Goalkeeper","right","Premier League",1.64,2.91,1.64,43.8,0.18,0.55,0.18,0,0,0.18,0,0.18,0,100,1.64,0,0.18,0.18,0.36,1.25,0.38,-0.02,3.82,13.27,28.8,26.18,4.18,36.1,33.1,8,47.7,40,10.36,0.55,5.3,0.36,12.1
"263",263,"Jack Butland","https://www.transfermarkt.com/jack-butland/profil/spieler/128899","2017-2018",25,1.96,"Goalkeeper","right","Premier League",1.74,5.66,4.11,71.7,0.2,0.31,0.49,0.17,17.1,0.14,0.14,0,0,0,1.74,0.14,0,0.31,0.06,1.7,0.28,0.01,11.54,28.74,40.2,26.63,2.69,74.6,54.3,9.66,92,67.8,10.71,0.91,8.5,0.66,13.9
"264",264,"Jan Oblak","https://www.transfermarkt.com/jan-oblak/profil/spieler/121483","2021-2022",30,1.88,"Goalkeeper","right","La Liga",1.29,2.43,1.36,54.4,0.54,0.21,0.25,0.29,28.6,0.21,0.18,0.04,0,16.7,1.29,0.18,0.04,0.11,0.07,0.86,0.28,-0.35,5,15.82,31.6,20.93,3.82,53.1,43,6.96,67.7,51,8,0.57,7.1,0.36,13.6
"265",265,"Jan Oblak","https://www.transfermarkt.com/jan-oblak/profil/spieler/121483","2020-2021",29,1.88,"Goalkeeper","right","La Liga",0.66,3.16,2.55,80,0.68,0.21,0.11,0.47,47.4,0.11,0.03,0.05,0.03,66.7,0.66,0.03,0,0.16,0.08,0.84,0.25,0.26,7.08,16.32,43.4,18.79,3.21,59.5,44.6,7.61,67.5,50.2,8.61,0.5,5.8,0.47,15.3
"266",266,"Jan Oblak","https://www.transfermarkt.com/jan-oblak/profil/spieler/121483","2019-2020",28,1.88,"Goalkeeper","right","La Liga",0.72,2.78,2.17,77.1,0.48,0.42,0.11,0.45,44.7,0.11,0.08,0,0.03,0,0.72,0.08,0.03,0.11,0.08,0.67,0.22,0.03,6.95,17.39,39.9,17.13,2.94,64.4,46.9,8.32,76.4,56.5,9.2,0.5,5.5,0.45,14
"267",267,"Jan Oblak","https://www.transfermarkt.com/jan-oblak/profil/spieler/121483","2018-2019",27,1.88,"Goalkeeper","right","La Liga",0.73,3.32,2.78,82.1,0.59,0.24,0.16,0.54,54.1,0.14,0.14,0,0,0,0.73,0.14,0,0.08,0.05,0.98,0.26,0.3,6.19,16.14,38.4,15.35,2.7,61.3,46.6,7.62,88.3,62.3,9.62,0.97,10.1,0.32,14.1
"268",268,"Jan Oblak","https://www.transfermarkt.com/jan-oblak/profil/spieler/121483","2017-2018",26,1.88,"Goalkeeper","right","La Liga",0.59,3.35,2.81,83.1,0.59,0.27,0.14,0.59,59.5,0.11,0.03,0.08,0,75,0.59,0.03,0.03,0.05,0.03,0.86,0.23,0.29,4.46,13.32,33.5,14.49,2.05,60.8,45.5,5.57,81.1,57.7,10.03,0.76,7.5,0.22,13.5
"269",269,"Jannik Huth","https://www.transfermarkt.com/jannik-huth/profil/spieler/160954","2019-2020",27,1.85,"Goalkeeper","right","Bundesliga",2.83,5.33,2.67,50,0,0.17,0.83,0,0,0.17,0.17,0,0,0,2.83,0.17,0,0.17,0,1.95,0.34,-0.88,5.67,13.83,41,34.17,6.17,33.7,34,8.17,28.6,33.4,7.17,0.67,9.3,0.67,15.9
