Player_SN,Player_LN,ratings_mean,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Adam Smith,Adam James Smith,0.0046052367184627,5000000,2017-2018,28,1.74,Right-Back,right,Premier League,0.04,0.13,0.04,0.0,0.0,0.26,0.0,0.02,0.02,0.06,0.08,0.04,0.52,0.13,25.0,0.08,0.33,21.4,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.02,38.85,48.45,80.2,625.83,196.64,20.82,22.82,91.2,14.43,17.99,80.2,2.74,5.52,49.6,0.13,0.06,0.83,2.39,0.74,0.3,2.87,48.45,39.94,8.52,1.04,0.04,6.56,0.87,1.43,0.22,0.09,0.0,0.0,30.72,7.61,10.13,4.78,33.64,2.04,7.26,0.09,38.85,0.09,0.78,1.56,1.39,1.69,1.35,0.09,0.13,0.04,0.0,0.09,0.3,0.22,0.0,0.09,0.0,0.0,0.0,2.91,1.52,1.74,0.87,0.3,1.13,2.65,42.6,1.52,18.69,5.61,30.0,8.39,7.08,3.22,2.82,0.39,0.0,2.43,2.0,4.91,2.39,0.0,62.75,3.0,18.47,31.03,17.38,1.96,54.71,0.83,1.69,48.7,1.0,0.0,35.16,229.5,121.85,5.78,1.48,0.26,1.35,1.0,38.72,34.68,89.6,2.87,0.26,0.0,0.0,1.04,1.74,0.04,1.43,2.0,1.52,0.0,0.0,0.0,8.91,0.83,1.52,35.2
Adama Diakhaby,Adama Diakhaby,0.0047916784936307,6750000,2017-2018,22,1.84,Left Winger,left,Ligue 1,0.21,0.32,0.21,0.0,0.0,0.21,0.11,0.21,0.21,0.08,0.29,0.21,1.48,0.42,28.6,0.14,0.5,16.3,0.0,0.0,0.0,0.21,0.21,0.14,0.0,0.0,14.82,22.66,65.4,214.2,41.4,8.89,11.65,76.4,4.34,6.78,64.1,1.06,2.22,47.6,0.32,0.08,0.74,0.95,0.42,0.21,0.95,22.66,22.13,0.53,0.0,0.0,4.66,0.74,2.22,0.0,0.0,0.0,0.0,15.56,2.96,4.13,16.52,2.65,2.54,0.32,0.21,14.82,0.32,0.32,0.53,1.69,1.48,0.85,0.0,0.0,0.11,0.42,0.11,0.53,0.32,0.0,0.0,0.11,0.11,0.0,2.01,1.16,0.53,1.06,0.42,0.53,1.16,45.5,0.64,18.74,4.55,24.3,4.24,8.15,6.35,1.38,0.0,0.0,1.38,1.69,3.71,0.32,0.0,36.74,0.42,4.55,14.93,20.33,4.34,36.21,1.16,3.18,36.7,1.38,0.11,23.72,129.81,80.58,3.6,0.85,0.64,2.65,1.8,38.54,25.2,65.4,9.64,0.21,0.11,0.0,1.48,1.59,1.06,2.22,1.69,1.16,0.0,0.0,0.0,4.66,0.53,0.95,35.7
Adama Mbengue,Adama Mbengue,0.0033202292292361,2333333,2017-2018,25,1.82,Left-Back,left,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.03,0.03,0.1,0.13,0.0,0.9,0.06,6.3,0.0,0.0,28.2,0.0,0.0,0.0,0.03,0.03,0.04,-0.03,-0.03,28.66,46.33,61.9,551.57,317.62,11.51,14.67,78.5,13.32,18.0,74.0,3.39,10.21,33.1,0.0,0.1,0.62,2.93,0.9,0.45,3.78,46.33,35.83,10.5,0.23,0.0,7.5,1.97,3.33,0.06,0.0,0.0,0.0,21.5,8.13,16.7,28.04,5.53,1.97,10.21,0.06,28.66,0.28,1.41,2.09,3.05,1.81,1.02,0.23,0.23,0.06,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,1.75,2.2,0.73,0.34,1.47,3.44,42.6,1.97,17.04,5.92,34.8,9.25,5.98,1.81,2.14,0.11,0.0,2.03,1.47,4.74,2.03,0.11,60.04,2.71,20.82,23.81,20.6,0.96,49.82,1.64,2.88,56.9,1.86,0.4,34.31,234.28,157.77,5.59,2.31,0.51,1.52,1.35,30.47,27.59,90.6,2.54,0.11,0.06,0.0,2.09,1.24,0.0,3.33,1.47,1.75,0.0,0.0,0.0,11.34,0.62,0.23,73.3
Adama Niane,Adama Niane,0.0736682897087652,2750000,2017-2018,25,1.83,Centre-Forward,right,Ligue 1,0.33,0.08,0.25,0.08,0.08,0.25,0.0,0.46,0.4,0.04,0.44,0.33,2.87,0.96,33.3,0.09,0.26,16.7,0.04,0.08,0.08,0.46,0.4,0.14,-0.13,-0.15,14.64,22.42,65.3,200.42,30.78,8.57,12.14,70.5,4.16,6.57,63.3,0.75,1.5,50.0,0.08,0.04,0.67,0.54,0.29,0.08,0.79,22.42,20.79,1.62,0.04,0.0,6.03,0.42,0.42,0.0,0.0,0.0,0.0,15.22,3.2,3.99,2.54,15.64,2.45,0.04,0.71,14.64,0.04,0.58,0.79,0.96,1.83,1.16,0.0,0.12,0.21,0.25,0.08,0.21,0.12,0.0,0.0,0.0,0.08,0.0,0.62,0.33,0.29,0.17,0.17,0.17,0.87,19.0,0.71,19.3,4.95,25.6,2.41,9.03,7.86,0.79,0.17,0.0,0.62,0.42,1.04,0.46,0.0,35.73,0.87,4.03,15.51,18.3,4.78,34.1,0.71,1.46,48.6,0.83,0.04,21.75,83.72,42.67,2.25,0.67,0.46,3.83,2.0,48.33,24.7,51.1,10.4,0.25,0.0,0.0,1.58,1.16,1.29,0.42,0.42,0.33,0.08,0.0,0.0,4.95,1.21,3.24,27.1
Adel Taarabt,Adel Taarabt,0.0210413181464337,1750000,2017-2018,30,1.78,Attacking Midfield,right,Serie A,0.11,0.11,0.11,0.0,0.0,0.22,0.06,0.07,0.07,0.22,0.3,0.11,1.78,0.61,34.4,0.06,0.18,20.9,0.0,0.0,0.0,0.07,0.07,0.04,0.04,0.04,31.9,41.43,77.0,544.13,133.22,15.61,19.46,80.2,12.49,15.78,79.2,3.18,4.57,69.5,0.11,0.22,1.95,2.17,1.84,0.17,4.01,41.43,39.2,2.23,0.33,0.28,6.3,0.78,1.78,0.72,0.06,0.28,0.06,29.94,7.42,4.07,3.46,36.13,0.95,0.28,0.5,31.9,0.11,0.89,1.28,1.51,4.18,3.35,0.06,0.45,0.17,0.11,0.06,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.95,0.61,0.39,0.45,0.11,0.39,1.23,31.8,0.84,13.05,3.4,26.1,1.9,7.08,4.07,0.84,0.17,0.0,0.67,0.61,1.56,0.11,0.0,54.37,0.45,4.46,25.48,29.67,3.74,52.25,3.23,4.52,71.6,3.46,0.5,45.89,242.12,139.63,7.64,2.84,1.39,2.62,2.73,55.48,42.55,76.7,11.71,0.22,0.06,0.0,1.34,1.9,0.84,1.78,0.61,0.61,0.0,0.0,0.0,6.02,0.17,1.62,9.4
Ademola Lookman,Ademola Olajade Alade Aylola Lookman,0.0194715078215222,9500000,2017-2018,21,1.74,Left Winger,right,Bundesliga,0.78,0.47,0.78,0.0,0.0,0.16,0.0,0.36,0.36,0.53,0.91,0.78,2.04,0.94,46.2,0.38,0.83,12.9,0.16,0.0,0.0,0.36,0.36,0.18,0.42,0.42,27.6,37.0,74.6,414.09,128.41,16.46,19.91,82.7,9.25,11.92,77.6,1.57,3.45,45.5,0.47,0.53,2.67,2.04,1.1,0.0,3.76,37.0,34.65,2.35,0.78,0.16,7.06,0.94,0.94,0.78,0.31,0.16,0.31,26.34,5.49,5.17,5.64,29.32,0.78,0.47,0.31,27.6,0.16,0.63,1.1,2.35,5.02,3.14,0.31,0.94,0.16,0.47,0.0,0.94,0.47,0.0,0.31,0.16,0.0,0.0,0.63,0.47,0.47,0.16,0.0,0.16,0.63,25.0,0.47,13.95,4.7,33.7,2.67,7.53,3.76,0.78,0.0,0.0,0.78,0.47,1.1,0.16,0.0,48.92,0.94,5.8,26.5,22.11,4.7,46.88,2.98,4.86,61.3,3.14,0.0,42.33,261.38,156.79,8.94,2.67,1.1,2.51,1.72,42.02,34.81,82.8,6.74,0.16,0.0,0.0,2.04,2.35,0.16,0.94,0.47,0.47,0.0,0.0,0.0,9.25,0.47,0.94,33.3
Adil Rami,Adil Rami,0.0122856286121591,6333333,2017-2018,33,1.91,Centre-Back,right,Ligue 1,0.03,0.06,0.03,0.0,0.0,0.15,0.0,0.05,0.05,0.04,0.09,0.03,0.43,0.06,14.3,0.07,0.5,11.5,0.0,0.0,0.0,0.05,0.05,0.11,-0.02,-0.02,48.21,56.95,84.7,1075.37,376.26,14.35,16.11,89.0,23.67,25.92,91.3,9.96,14.07,70.8,0.06,0.04,0.21,2.59,0.06,0.0,2.28,56.95,55.49,1.46,1.4,0.0,6.03,2.89,0.06,0.0,0.0,0.0,0.0,41.63,3.11,12.21,5.42,45.08,5.21,0.03,0.21,48.21,0.12,1.58,0.55,0.58,0.67,0.55,0.03,0.0,0.09,0.0,0.0,0.12,0.09,0.03,0.0,0.0,0.0,0.0,1.07,0.61,0.7,0.3,0.06,0.34,0.85,39.3,0.52,5.36,2.04,38.1,3.62,1.52,0.21,1.34,0.58,0.0,0.76,1.01,2.07,2.62,0.06,63.93,5.7,42.4,23.51,2.07,0.7,62.53,0.18,0.24,75.0,0.21,0.0,41.39,220.29,117.17,1.83,0.43,0.0,0.03,0.06,40.72,40.14,98.6,0.18,0.15,0.0,0.0,1.13,0.67,0.03,0.06,1.01,0.61,0.0,0.0,0.03,12.97,1.16,0.61,65.5
Adnan Januzaj,Adnan Januzaj,0.0311616069579348,10166666,2017-2018,24,1.86,Right Winger,left,La Liga,0.17,0.29,0.17,0.0,0.0,0.23,0.0,0.33,0.33,0.24,0.57,0.17,3.38,0.74,22.0,0.05,0.23,18.3,0.29,0.0,0.0,0.33,0.33,0.11,-0.16,-0.16,23.63,31.75,74.4,416.19,136.46,12.36,14.3,86.4,8.01,9.84,81.4,2.98,6.29,47.3,0.29,0.24,2.06,2.17,1.54,0.57,2.98,31.75,28.67,3.09,0.63,0.23,5.89,2.0,2.46,2.0,0.23,0.46,0.06,23.69,2.0,6.06,26.38,4.58,0.11,0.46,0.11,23.63,0.4,0.63,0.46,1.54,4.69,2.75,0.34,0.86,0.29,0.46,0.0,0.69,0.46,0.0,0.11,0.06,0.06,0.0,0.97,0.69,0.17,0.51,0.29,0.06,0.97,5.9,0.92,17.51,4.06,23.2,2.69,8.3,6.52,0.92,0.06,0.0,0.86,0.46,1.43,0.11,0.0,50.35,0.34,4.58,21.34,29.07,5.61,47.26,3.09,5.95,51.9,3.55,0.29,44.69,251.86,161.75,8.87,2.06,1.95,3.32,3.55,48.8,38.68,79.2,6.29,0.23,0.0,0.0,1.83,3.66,0.34,2.46,0.46,0.69,0.0,0.0,0.0,4.52,0.11,0.57,16.7
Adrian Mariappa,Adrian Joseph Mariappa,0.0059059672110806,1500000,2017-2018,32,1.79,Centre-Back,right,Premier League,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.03,0.03,0.01,0.04,0.0,0.41,0.08,20.0,0.0,0.0,10.9,0.0,0.0,0.0,0.03,0.03,0.07,-0.03,-0.03,32.01,40.72,78.6,649.79,268.13,12.01,13.11,91.6,14.54,17.35,83.8,5.09,9.12,55.8,0.0,0.01,0.16,2.44,0.12,0.0,2.12,40.72,37.51,3.22,0.61,0.0,5.17,0.98,0.12,0.0,0.0,0.0,0.0,24.35,5.05,11.32,3.34,30.14,3.14,2.61,0.08,32.01,0.12,0.73,0.73,0.81,0.37,0.33,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,2.12,1.06,1.59,0.49,0.04,0.69,1.67,41.5,0.98,10.87,3.38,31.1,6.96,3.46,0.45,1.55,0.65,0.04,0.9,1.87,3.99,6.8,0.08,53.35,6.07,27.53,24.43,3.22,0.73,50.21,0.16,0.29,57.1,0.16,0.0,25.7,107.59,54.86,1.87,0.29,0.04,0.16,0.2,29.24,27.73,94.8,0.08,0.16,0.0,0.0,1.38,0.69,0.0,0.12,1.87,1.06,0.0,0.0,0.0,9.12,3.95,3.14,55.7
Adrian Stoian,Adrian Marius Stoian,0.0150895167068342,1900000,2017-2018,28,1.77,Left Winger,both,Serie A,0.08,0.17,0.08,0.0,0.0,0.21,0.0,0.08,0.06,0.09,0.15,0.08,0.88,0.29,33.3,0.1,0.29,21.5,0.0,0.0,0.0,0.08,0.06,0.07,0.0,0.02,26.46,43.19,61.3,518.85,229.26,10.96,15.46,70.8,11.04,16.14,68.4,4.17,9.73,42.9,0.17,0.09,0.84,3.79,1.56,0.38,5.94,43.19,41.8,1.39,0.51,0.13,8.17,1.05,2.4,0.21,0.13,0.0,0.0,20.22,9.78,13.19,6.74,33.62,1.73,0.63,0.25,26.46,0.38,1.56,1.22,2.53,2.11,1.56,0.13,0.04,0.0,0.34,0.04,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.14,0.88,0.51,0.55,0.08,0.38,2.23,17.0,1.85,17.57,3.46,19.7,4.76,8.3,4.51,1.64,0.0,0.0,1.64,0.84,1.98,0.97,0.0,55.41,1.31,11.12,30.97,19.04,1.31,54.1,1.69,2.95,57.1,1.9,0.08,43.02,223.31,130.62,5.44,2.61,0.46,2.15,1.94,47.19,40.03,84.8,5.39,0.21,0.0,0.0,1.14,2.23,0.13,2.4,0.84,0.88,0.0,0.0,0.0,8.43,0.21,1.18,15.2
Adrien Rabiot,Adrien Rabiot-Provost,0.01148835149406,40000000,2017-2018,24,1.88,Central Midfield,left,Ligue 1,0.04,0.19,0.04,0.0,0.0,0.08,0.0,0.06,0.06,0.13,0.19,0.04,0.95,0.19,20.0,0.04,0.2,17.4,0.0,0.0,0.0,0.06,0.06,0.07,-0.03,-0.03,75.37,82.61,91.2,1294.52,324.6,34.64,36.92,93.8,31.36,33.57,93.4,7.62,9.07,84.0,0.19,0.13,0.88,6.48,0.91,0.11,5.72,82.61,81.85,0.76,0.42,0.15,13.07,1.26,0.57,0.0,0.0,0.0,0.0,72.7,4.04,5.87,67.25,11.74,2.51,0.34,0.23,75.37,0.15,0.84,1.91,1.11,2.29,1.83,0.0,0.08,0.11,0.15,0.11,0.42,0.38,0.0,0.0,0.04,0.0,0.0,1.98,1.14,1.03,0.76,0.19,0.42,1.22,34.4,0.8,14.17,4.19,29.6,4.31,7.2,2.67,1.14,0.34,0.0,0.8,1.14,3.12,0.5,0.0,92.44,2.17,21.87,60.47,18.86,1.52,91.94,0.99,1.33,74.3,1.11,0.0,72.59,486.46,251.75,9.87,2.78,0.27,1.41,1.18,75.14,71.82,95.6,3.47,0.08,0.0,0.0,1.64,0.91,0.0,0.57,1.14,1.14,0.0,0.0,0.0,10.67,0.53,0.42,56.0
Adrien Silva,Adrien Sebastian Perruchet Silva,0.0048076942132982,22500000,2017-2018,29,1.75,Central Midfield,right,Premier League,0.0,0.12,0.0,0.0,0.0,0.35,0.0,0.04,0.04,0.11,0.14,0.0,1.3,0.24,18.2,0.0,0.0,25.1,0.12,0.0,0.0,0.04,0.04,0.03,-0.04,-0.04,42.34,51.33,82.5,753.23,217.37,18.57,22.12,84.0,17.62,19.63,89.8,4.73,7.21,65.6,0.12,0.11,0.83,4.97,0.59,0.0,4.14,51.33,49.2,2.13,0.71,0.12,6.5,2.01,0.35,0.0,0.0,0.0,0.0,36.9,6.86,7.57,8.04,39.5,2.13,0.12,0.12,42.34,0.12,0.95,1.77,0.95,1.77,1.42,0.12,0.0,0.0,0.0,0.24,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.72,1.77,1.06,1.42,0.24,0.71,3.43,20.7,2.72,26.37,7.81,29.6,7.1,15.02,4.26,1.54,0.24,0.0,1.3,2.13,4.85,0.59,0.0,64.69,1.06,11.59,40.33,16.32,0.59,62.44,1.06,1.3,81.8,1.06,0.12,40.09,167.7,92.96,4.26,1.54,0.0,1.3,2.37,48.49,42.1,86.8,2.48,0.35,0.0,0.0,1.66,1.18,0.0,0.35,2.13,1.77,0.0,0.0,0.0,11.24,1.54,2.01,43.3
Adrien Thomasson,Adrien Thomasson,0.0346215302507923,6000000,2017-2018,25,1.77,Attacking Midfield,right,Ligue 1,0.17,0.1,0.17,0.0,0.0,0.14,0.0,0.16,0.16,0.11,0.27,0.17,2.09,0.56,26.7,0.08,0.31,16.5,0.0,0.0,0.0,0.16,0.16,0.08,0.01,0.01,35.16,45.94,76.5,549.32,152.53,18.36,21.64,84.8,12.92,16.27,79.4,2.65,5.06,52.4,0.1,0.11,1.15,2.55,0.77,0.28,3.91,45.94,45.1,0.84,0.24,0.03,10.26,0.66,1.78,0.07,0.0,0.0,0.0,35.71,4.01,6.21,8.03,35.09,2.02,0.45,0.24,35.16,0.24,1.19,1.85,1.47,2.69,1.99,0.1,0.14,0.28,0.17,0.0,0.28,0.14,0.0,0.0,0.1,0.03,0.0,2.27,1.54,1.29,0.7,0.28,0.84,2.93,28.6,2.09,22.62,5.69,25.2,6.28,11.03,5.31,2.09,0.24,0.0,1.85,1.12,3.39,0.31,0.0,58.06,0.8,10.58,27.06,23.95,3.21,57.32,0.59,1.19,50.0,0.63,0.0,40.78,201.33,101.14,5.27,1.54,0.31,1.57,1.15,49.89,40.18,80.5,7.65,0.14,0.0,0.0,0.94,1.08,0.24,1.78,1.12,1.54,0.03,0.0,0.0,8.83,0.14,0.31,30.8
Adrián López,Adrián López Álvarez,0.0700291824028335,3750000,2017-2018,31,1.83,Centre-Forward,right,La Liga,0.35,0.23,0.35,0.0,0.0,0.04,0.0,0.29,0.29,0.2,0.49,0.35,2.3,0.81,35.0,0.15,0.43,11.6,0.04,0.0,0.0,0.29,0.29,0.12,0.06,0.06,23.83,35.31,67.5,368.21,112.91,13.97,18.42,75.8,7.98,12.24,65.2,1.69,3.42,49.4,0.23,0.2,1.27,1.8,1.07,0.15,3.38,35.31,34.96,0.35,0.0,0.15,8.41,0.27,1.73,0.12,0.0,0.0,0.0,23.26,5.26,6.79,3.95,25.64,4.15,0.12,0.19,23.83,0.54,0.69,0.84,1.23,2.72,2.03,0.0,0.31,0.19,0.19,0.0,0.19,0.15,0.0,0.0,0.04,0.0,0.0,0.81,0.42,0.23,0.42,0.15,0.27,1.19,22.6,0.92,16.08,3.34,20.8,3.42,7.41,5.26,1.27,0.15,0.0,1.11,0.19,1.0,1.3,0.04,47.94,1.73,6.79,21.22,23.18,5.57,47.59,1.77,2.76,63.9,1.92,0.04,34.08,187.41,108.27,5.6,1.57,1.15,2.07,2.19,46.48,35.69,76.8,8.98,0.04,0.0,0.0,0.65,1.3,0.46,1.73,0.19,0.42,0.0,0.0,0.0,6.06,1.65,1.77,48.3
Afriyie Acquah,Ebenezer Afriyie Acquah,0.0047882593644649,2250000,2017-2018,27,1.79,Central Midfield,right,Serie A,0.1,0.0,0.1,0.0,0.0,0.38,0.1,0.06,0.06,0.01,0.07,0.1,0.86,0.29,33.3,0.11,0.33,22.9,0.0,0.0,0.0,0.06,0.06,0.07,0.04,0.04,38.59,45.96,84.0,672.32,152.23,17.71,19.91,88.9,16.47,18.67,88.2,3.83,6.03,63.5,0.0,0.01,0.29,4.02,0.19,0.0,3.35,45.96,45.48,0.48,0.38,0.0,8.43,0.48,0.77,0.0,0.0,0.0,0.0,35.71,4.31,5.94,2.39,40.5,1.82,0.0,0.1,38.59,0.19,0.77,0.57,0.96,1.44,1.05,0.0,0.1,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.67,0.19,0.67,0.19,0.1,1.15,8.3,1.05,15.41,3.06,19.9,4.21,9.57,1.63,0.96,0.1,0.0,0.86,0.96,2.01,0.67,0.1,54.86,1.05,9.67,38.11,12.16,0.57,54.38,1.34,2.11,63.6,1.44,0.0,42.99,269.81,138.06,5.55,2.2,0.1,0.77,1.72,41.65,38.87,93.3,2.3,0.38,0.1,0.1,2.01,1.44,0.0,0.77,0.96,0.67,0.0,0.0,0.0,10.05,1.15,1.24,48.0
Ainsley Maitland-Niles,Ainsley Cory Maitland-Niles,0.0047619762335612,4500000,2017-2018,21,1.8,Right Midfield,right,Premier League,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.03,0.09,0.12,0.0,0.39,0.0,0.0,0.0,,21.0,0.0,0.0,0.0,0.03,0.03,0.07,-0.03,-0.03,52.78,62.23,84.8,888.87,290.48,26.88,29.34,91.6,19.4,22.45,86.4,4.92,7.19,68.5,0.0,0.09,0.69,2.95,1.58,0.3,3.54,62.23,53.76,8.47,0.39,0.0,5.61,1.48,1.58,0.0,0.0,0.0,0.0,41.95,12.7,7.58,10.44,42.24,1.08,8.07,0.0,52.78,0.2,0.69,2.46,1.28,1.18,0.89,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,2.07,1.97,1.18,0.59,2.17,4.04,53.7,1.87,21.07,6.7,31.8,10.63,8.07,2.36,2.66,0.2,0.0,2.46,2.07,5.81,2.17,0.0,76.31,4.04,23.73,35.55,20.97,2.26,68.04,1.77,2.56,69.2,1.97,0.1,46.67,189.65,97.78,5.12,1.77,0.39,1.77,1.48,52.39,47.66,91.0,1.87,0.1,0.0,0.0,0.98,0.59,0.0,1.58,2.07,2.07,0.0,0.1,0.0,8.37,0.59,1.67,26.1
Alassane Pléa,Alassane Alexandre Pléa,0.1135437162202903,16500000,2017-2018,25,1.81,Centre-Forward,right,Ligue 1,0.47,0.15,0.44,0.03,0.06,0.18,0.0,0.4,0.35,0.09,0.44,0.47,3.17,1.27,40.2,0.14,0.35,15.9,0.0,0.03,0.06,0.4,0.35,0.11,0.08,0.09,23.47,30.45,77.1,368.38,78.01,13.53,16.48,82.0,7.31,9.17,79.7,1.95,2.9,67.3,0.15,0.09,0.89,1.69,0.77,0.06,2.43,30.45,29.27,1.18,0.0,0.12,7.4,0.62,0.62,0.03,0.0,0.0,0.0,25.45,2.01,2.99,3.58,25.69,0.59,0.12,0.3,23.47,0.21,0.56,1.24,1.33,3.43,1.75,0.06,0.65,0.53,0.38,0.06,0.53,0.18,0.0,0.18,0.09,0.09,0.0,0.38,0.27,0.12,0.21,0.06,0.06,0.83,7.1,0.77,14.86,3.52,23.7,2.28,6.16,6.42,0.68,0.12,0.0,0.56,0.38,0.77,0.41,0.0,42.5,0.83,3.97,19.77,21.99,4.71,41.26,1.75,2.6,67.0,1.89,0.03,33.41,180.44,95.24,5.56,1.6,0.98,1.75,1.86,46.41,34.01,73.3,10.74,0.18,0.0,0.0,1.18,1.78,0.44,0.62,0.38,0.27,0.03,0.0,0.0,3.67,0.24,0.83,22.2
Alberto Aquilani,Alberto Aquilani,0.0044182709466282,750000,2017-2018,34,1.86,Central Midfield,right,La Liga,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.05,0.05,0.05,0.1,0.0,0.83,0.28,33.3,0.0,0.0,21.6,0.07,0.0,0.0,0.05,0.05,0.06,-0.05,-0.05,59.05,70.08,84.3,1182.42,283.6,25.47,29.01,87.8,22.55,25.47,88.6,10.62,14.64,72.5,0.0,0.05,0.76,5.9,0.42,0.0,4.79,70.08,67.79,2.29,2.15,0.0,9.58,3.96,0.35,0.0,0.0,0.0,0.0,52.67,6.59,10.83,8.47,58.57,2.01,0.14,0.42,59.05,0.21,1.39,1.6,1.11,1.39,1.32,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.32,1.46,0.76,0.28,0.83,2.08,40.0,1.25,17.76,5.62,31.6,5.76,9.99,2.01,1.39,0.35,0.0,1.04,1.53,4.02,1.46,0.0,79.66,3.68,22.14,49.41,11.94,0.76,77.65,0.49,0.76,63.6,0.62,0.07,59.95,253.62,104.57,4.37,1.11,0.0,0.83,0.97,62.24,59.75,96.0,1.46,0.28,0.0,0.0,1.46,1.18,0.07,0.35,1.53,1.32,0.0,0.0,0.0,8.6,0.62,0.56,52.9
