Player_SN,Player_LN,avg_playerankIndex,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals.Against,Shots.on.Target.Against,Saves,Save.,Wins,Draws,Losses,Clean.Sheets,Clean.Sheet.Percentage,Penalty.Kicks.Attempted,Penalty.Kicks.Allowed,Penalty.Kicks.Saved,Penalty.Kicks.Missed,Save...Penalty.Kicks.,Goals.Against.1,Penalty.Kicks.Allowed.1,Free.Kick.Goals.Against,Corner.Kick.Goals.Against,Own.Goals.Scored.Against.Goalkeeper,PSxG,PSxG.SoT,PSxG.GA,Passes.Completed..Launched.,Passes.Attempted..Launched.,Pass.Completion.Percentage..Launched.,Passes.Attempted,Throws.Attempted,Launch.,Average.Pass.Length,Goal.Kicks,Launch...Goal.Kicks.,Avg..Length.of.Goal.Kicks,Crosses.Faced,Crosses.Stopped,Crosses.Stopped..,Def..Actions.Outside.Pen..Area,Avg..Distance.of.Def..Actions,longName
Roman Bürki,Roman Bürki,0.1807665402365448,7500000,2017-2018,28.0,1.87,Goalkeeper,right,Bundesliga,1.3,4.24,3.03,70.7,0.45,0.27,0.27,0.36,36.4,0.06,0.06,0.0,0.0,0.0,1.3,0.06,0.03,0.09,0.0,1.46,0.33,0.16,5.58,15.67,35.6,31.12,5.12,35.7,36.1,6.64,68.5,55.2,8.12,0.82,10.1,1.15,17.5,Roman Bürki
Ron-Robert Zieler,Ron-Robert Zieler,0.0946252392253297,5750000,2018-2019,30.0,1.88,Goalkeeper,right,Bundesliga,2.06,5.24,3.35,61.8,0.21,0.21,0.59,0.18,17.6,0.09,0.06,0.0,0.03,0.0,2.06,0.06,0.06,0.18,0.15,1.74,0.33,-0.18,7.24,21.94,33.0,26.71,3.65,58.6,45.2,8.82,71.3,57.6,9.12,0.38,4.2,1.0,16.0,Ron-Robert Zieler
Ron-Robert Zieler,Ron-Robert Zieler,0.2253651537242739,5666666,2017-2018,29.0,1.88,Goalkeeper,right,Bundesliga,1.06,4.29,3.32,78.1,0.44,0.18,0.38,0.35,35.3,0.18,0.12,0.06,0.0,33.3,1.06,0.12,0.06,0.06,0.0,1.26,0.27,0.2,8.79,25.88,34.0,29.85,3.26,63.6,46.8,8.21,83.9,62.8,10.56,0.82,7.8,0.68,14.9,Ron-Robert Zieler
Rúnar Alex Rúnarsson,Rúnar Alex Rúnarsson,0.145102488258222,1733333,2019-2020,25.0,1.86,Goalkeeper,right,Ligue 1,1.7,4.6,2.9,63.0,0.1,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,1.7,0.0,0.0,0.3,0.1,1.3,0.28,-0.3,6.1,14.5,42.1,24.6,5.4,37.8,35.9,8.1,64.2,49.2,9.0,0.8,8.9,0.5,14.1,Rúnar Alex Rúnarsson
Rúnar Alex Rúnarsson,Rúnar Alex Rúnarsson,0.0922995754878795,3500000,2018-2019,24.0,1.86,Goalkeeper,right,Ligue 1,1.72,3.84,2.2,57.3,0.28,0.2,0.52,0.2,20.0,0.08,0.08,0.0,0.0,0.0,1.72,0.08,0.08,0.2,0.0,1.4,0.35,-0.32,7.4,16.6,44.6,25.12,4.2,41.7,37.8,8.12,75.4,56.3,8.04,0.68,8.5,0.76,15.4,Rúnar Alex Rúnarsson
Salvatore Sirigu,Salvatore Sirigu,0.0708497252543499,4000000,2020-2021,34.0,1.92,Goalkeeper,right,Serie A,1.94,4.03,2.31,58.1,0.16,0.41,0.44,0.22,21.9,0.28,0.25,0.0,0.03,0.0,1.94,0.25,0.03,0.22,0.0,1.46,0.31,-0.48,6.19,14.94,41.4,23.22,3.31,45.2,37.1,8.41,52.8,39.9,9.41,0.56,6.0,0.5,12.9,Salvatore Sirigu
Salvatore Sirigu,Salvatore Sirigu,0.1110978438732337,7250000,2019-2020,33.0,1.92,Goalkeeper,right,Serie A,1.78,5.25,3.75,70.9,0.31,0.17,0.53,0.19,19.4,0.28,0.25,0.03,0.0,10.0,1.78,0.25,0.08,0.25,0.08,1.8,0.3,0.11,8.11,16.94,47.9,23.0,3.14,48.1,40.0,9.28,63.5,45.2,10.5,0.69,6.6,0.39,13.3,Salvatore Sirigu
Salvatore Sirigu,Salvatore Sirigu,0.2193525523160948,6750000,2018-2019,32.0,1.92,Goalkeeper,right,Serie A,0.99,3.86,2.92,75.7,0.43,0.4,0.2,0.4,38.9,0.11,0.06,0.06,0.0,50.0,0.99,0.06,0.0,0.11,0.0,1.22,0.3,0.22,8.8,19.59,44.9,23.45,3.44,54.4,42.4,8.32,82.3,54.4,9.17,0.8,8.7,0.68,15.2,Salvatore Sirigu
Salvatore Sirigu,Salvatore Sirigu,0.1829919593273307,6000000,2017-2018,31.0,1.92,Goalkeeper,right,Serie A,1.22,4.32,3.24,75.0,0.32,0.41,0.27,0.27,27.0,0.22,0.14,0.08,0.0,37.5,1.22,0.14,0.08,0.14,0.0,1.31,0.27,0.09,6.89,15.43,44.7,25.49,5.0,42.0,37.4,7.3,64.8,47.9,10.78,0.84,7.8,0.92,14.6,Salvatore Sirigu
Samir Handanovič,Samir Handanovič,0.2105815667973735,3000000,2020-2021,37.0,1.93,Goalkeeper,right,Serie A,0.92,2.92,2.11,72.4,0.75,0.19,0.08,0.39,37.8,0.17,0.11,0.06,0.0,33.3,0.92,0.11,0.03,0.08,0.03,0.82,0.24,-0.07,3.5,7.25,48.3,25.36,4.14,23.0,28.8,4.92,28.8,31.1,7.81,0.44,5.7,0.39,12.1,Samir Handanovič
Samir Handanovič,Samir Handanovič,0.2094415455892082,5400000,2019-2020,36.0,1.93,Goalkeeper,right,Serie A,0.91,3.09,2.26,72.2,0.63,0.29,0.09,0.37,37.1,0.09,0.06,0.03,0.0,33.3,0.91,0.06,0.0,0.11,0.03,0.93,0.28,0.04,4.23,8.11,52.1,24.29,5.34,24.2,29.4,7.54,29.5,30.3,9.54,0.6,6.3,0.34,12.0,Samir Handanovič
Samir Handanovič,Samir Handanovič,0.2312818232937668,6000000,2018-2019,35.0,1.93,Goalkeeper,right,Serie A,0.87,3.37,2.66,76.6,0.53,0.24,0.24,0.45,44.7,0.13,0.08,0.0,0.05,0.0,0.87,0.08,0.03,0.08,0.08,0.93,0.26,0.14,4.53,9.47,47.8,23.55,5.29,27.6,30.1,6.74,44.1,39.1,8.87,0.42,4.7,0.34,12.6,Samir Handanovič
Samir Handanovič,Samir Handanovič,0.2427067454385693,9250000,2017-2018,34.0,1.93,Goalkeeper,right,Serie A,0.79,3.13,2.47,76.5,0.53,0.32,0.16,0.45,44.7,0.05,0.05,0.0,0.0,0.0,0.79,0.05,0.03,0.05,0.11,0.87,0.26,0.19,4.39,8.45,52.0,20.55,6.16,24.7,28.5,7.05,47.8,39.1,9.71,0.55,5.7,0.26,12.9,Samir Handanovič
Simon Mignolet,Simon Luc Hildebert Mignolet,0.1705306183247453,11000000,2017-2018,30.0,1.93,Goalkeeper,right,Premier League,1.26,2.89,1.68,60.0,0.53,0.37,0.11,0.37,36.8,0.16,0.11,0.05,0.0,33.3,1.26,0.11,0.0,0.16,0.0,1.1,0.34,-0.16,3.63,11.16,32.5,26.42,5.11,33.3,34.7,5.26,45.0,41.4,7.26,0.89,12.3,0.84,15.0,Simon Mignolet
Stefano Sorrentino,Stefano Sorrentino,0.089147647072562,650000,2018-2019,39.0,1.86,Goalkeeper,right,Serie A,1.97,5.39,3.58,64.7,0.03,0.35,0.61,0.16,16.1,0.13,0.06,0.06,0.0,50.0,1.97,0.06,0.06,0.26,0.06,1.7,0.3,-0.17,8.0,17.03,47.0,19.55,3.03,54.3,41.2,9.32,68.9,45.2,10.13,0.39,3.8,0.23,12.0,Stefano Sorrentino
Stefano Sorrentino,Stefano Sorrentino,0.1634479438886466,800000,2017-2018,38.0,1.86,Goalkeeper,right,Serie A,1.55,4.74,3.32,69.4,0.26,0.26,0.47,0.18,18.4,0.21,0.11,0.08,0.03,42.9,1.55,0.11,0.05,0.34,0.11,1.48,0.28,0.03,6.76,17.18,39.4,20.37,4.47,51.0,39.7,9.5,71.5,46.2,11.42,0.42,3.7,0.37,12.6,Stefano Sorrentino
Stéphane Ruffier,Stéphane Ruffier,0.08780086307605,2700000,2019-2020,34.0,1.88,Goalkeeper,right,Ligue 1,1.82,4.27,2.55,60.6,0.27,0.18,0.55,0.14,13.6,0.18,0.14,0.0,0.05,0.0,1.82,0.14,0.0,0.09,0.0,1.56,0.34,-0.26,5.45,14.73,37.0,20.77,3.23,48.8,39.5,7.27,63.1,46.6,6.91,0.27,3.9,0.32,12.6,Stéphane Ruffier
Stéphane Ruffier,Stéphane Ruffier,0.2081710912178918,3833333,2018-2019,33.0,1.88,Goalkeeper,right,Ligue 1,1.08,3.97,3.08,77.6,0.51,0.22,0.27,0.35,35.1,0.24,0.19,0.03,0.03,12.5,1.08,0.19,0.0,0.19,0.0,1.23,0.26,0.15,5.41,17.05,31.7,23.43,4.08,49.9,40.3,8.38,63.9,48.3,8.05,0.54,6.7,0.41,13.5,Stéphane Ruffier
Stéphane Ruffier,Stéphane Ruffier,0.1739913425901042,5000000,2017-2018,32.0,1.88,Goalkeeper,right,Ligue 1,1.27,4.34,3.24,74.0,0.4,0.29,0.32,0.35,34.3,0.17,0.14,0.03,0.0,16.7,1.27,0.14,0.06,0.09,0.03,1.33,0.28,0.08,4.74,13.45,35.3,21.31,2.6,46.8,38.6,4.37,79.5,53.1,10.38,0.93,8.9,0.43,14.6,Stéphane Ruffier
Steve Mandanda,Steve Mandanda,0.2096112198589642,2233333,2020-2021,35.0,1.85,Goalkeeper,right,Ligue 1,1.22,3.41,2.3,66.7,0.43,0.32,0.24,0.22,21.6,0.08,0.08,0.0,0.0,0.0,1.22,0.08,0.03,0.22,0.03,1.16,0.33,-0.03,5.49,15.22,36.1,27.95,5.05,38.3,35.5,7.84,57.6,44.7,9.92,0.7,7.1,0.59,14.1,Steve Mandanda
Steve Mandanda,Steve Mandanda,0.2289907860686418,2633333,2019-2020,34.0,1.85,Goalkeeper,right,Ligue 1,1.02,3.45,2.7,74.7,0.57,0.3,0.15,0.42,40.7,0.15,0.15,0.0,0.0,0.0,1.02,0.15,0.0,0.08,0.11,1.01,0.27,0.1,5.28,15.22,34.7,26.8,5.09,44.5,40.0,5.39,61.3,48.3,7.29,0.57,7.8,0.65,14.4,Steve Mandanda
Steve Mandanda,Steve Mandanda,0.1611398435682607,2500000,2018-2019,33.0,1.85,Goalkeeper,right,Ligue 1,1.32,3.55,2.43,68.5,0.46,0.16,0.39,0.3,29.0,0.23,0.2,0.03,0.0,14.3,1.32,0.2,0.0,0.07,0.0,1.16,0.28,-0.15,5.56,15.0,37.1,26.12,4.21,44.1,39.0,6.28,55.5,46.6,6.45,0.53,8.2,0.66,14.4,Steve Mandanda
Steve Mandanda,Steve Mandanda,0.1754301940755056,3333333,2017-2018,32.0,1.85,Goalkeeper,right,Ligue 1,1.26,3.92,2.83,71.2,0.6,0.3,0.13,0.37,35.5,0.2,0.13,0.03,0.03,20.0,1.26,0.13,0.07,0.17,0.03,1.21,0.29,0.02,4.06,10.94,37.1,19.99,3.36,42.3,37.8,3.59,69.4,52.5,8.05,0.8,9.9,0.33,14.1,Steve Mandanda
Sven Ulreich,Sven Ulreich,0.2272163166376294,4500000,2017-2018,30.0,1.92,Goalkeeper,right,Bundesliga,0.9,2.72,1.97,68.4,0.79,0.1,0.1,0.41,41.4,0.17,0.03,0.14,0.0,80.0,0.9,0.03,0.03,0.07,0.1,0.86,0.28,0.07,4.48,11.62,38.6,27.24,4.79,35.2,34.1,4.69,43.4,41.7,5.79,0.41,7.1,0.86,16.8,Sven Ulreich
Thibaut Courtois,Thibaut Nicolas Marc Courtois,0.2428851229389698,67500000,2020-2021,29.0,2.0,Goalkeeper,left,La Liga,0.74,2.92,2.37,81.1,0.66,0.24,0.11,0.45,44.7,0.24,0.18,0.05,0.0,22.2,0.74,0.18,0.0,0.08,0.03,0.78,0.22,0.07,3.58,9.24,38.7,28.26,6.16,24.1,32.2,6.13,39.5,39.2,7.53,0.71,9.4,0.63,15.0,Thibaut Courtois
Thibaut Courtois,Thibaut Nicolas Marc Courtois,0.2623506753019214,54333333,2019-2020,28.0,2.0,Goalkeeper,left,La Liga,0.59,2.79,2.18,78.9,0.68,0.24,0.09,0.53,52.9,0.0,0.0,0.0,0.0,,0.59,0.0,0.0,0.12,0.0,0.67,0.24,0.08,2.65,9.15,28.9,25.44,5.88,26.1,33.0,6.44,38.8,40.3,8.38,0.74,8.8,0.65,14.8,Thibaut Courtois
Thibaut Courtois,Thibaut Nicolas Marc Courtois,0.1506933015703604,61666666,2018-2019,27.0,2.0,Goalkeeper,left,La Liga,1.33,3.7,2.59,70.0,0.52,0.11,0.37,0.3,29.6,0.3,0.22,0.04,0.04,14.3,1.33,0.22,0.0,0.11,0.0,1.2,0.29,-0.13,4.07,10.7,38.1,24.11,6.15,31.0,34.4,6.67,48.3,45.7,6.96,0.7,10.1,0.41,14.2,Thibaut Courtois
Thibaut Courtois,Thibaut Nicolas Marc Courtois,0.2126468338681668,56666666,2017-2018,26.0,2.0,Goalkeeper,left,Premier League,0.97,2.97,2.09,69.2,0.57,0.17,0.26,0.43,42.9,0.06,0.06,0.0,0.0,0.0,0.97,0.06,0.0,0.06,0.06,0.82,0.27,-0.09,4.94,13.0,38.0,27.09,5.83,34.2,36.5,7.03,53.3,48.3,8.06,0.63,7.8,0.46,13.3,Thibaut Courtois
Thomas Strakosha,Thomas Strakosha,0.1908103416570565,22500000,2019-2020,25.0,1.93,Goalkeeper,right,Serie A,1.11,3.82,2.92,75.9,0.63,0.16,0.21,0.29,28.9,0.24,0.18,0.03,0.03,12.5,1.11,0.18,0.03,0.21,0.03,1.2,0.27,0.12,5.32,11.92,44.6,24.5,3.92,40.7,34.5,7.68,25.3,27.2,7.42,0.39,5.3,0.45,13.9,Thomas Strakosha
Thomas Strakosha,Thomas Strakosha,0.2008383825535069,20000000,2018-2019,24.0,1.93,Goalkeeper,right,Serie A,1.11,3.69,2.74,73.6,0.46,0.2,0.34,0.29,28.6,0.2,0.14,0.06,0.0,28.6,1.11,0.14,0.06,0.14,0.03,1.09,0.25,0.01,6.0,14.37,41.7,24.2,4.66,45.0,38.3,6.69,52.1,44.9,8.89,0.6,6.8,0.51,14.8,Thomas Strakosha
Thomas Strakosha,Thomas Strakosha,0.170278765500577,17666666,2017-2018,23.0,1.93,Goalkeeper,right,Serie A,1.29,4.03,2.95,73.9,0.55,0.24,0.21,0.29,28.9,0.29,0.24,0.03,0.03,10.0,1.29,0.24,0.05,0.13,0.05,1.35,0.29,0.11,6.53,13.39,48.7,22.47,4.29,45.8,37.9,6.58,47.2,43.2,7.63,0.32,4.1,0.61,15.2,Thomas Strakosha
Tim Krul,Timothy Michael Krul,0.1106077871896247,4333333,2019-2020,32.0,1.93,Goalkeeper,left,Premier League,1.89,5.25,3.42,65.6,0.14,0.17,0.69,0.14,13.9,0.14,0.08,0.06,0.0,40.0,1.89,0.08,0.03,0.36,0.08,1.81,0.32,0.0,7.25,20.36,35.6,33.81,4.94,45.1,39.8,9.25,55.3,45.1,10.64,0.78,7.3,0.47,14.0,Tim Krul
Timo Horn,Timo Horn,0.1568481394548291,4000000,2020-2021,28.0,1.92,Goalkeeper,left,Bundesliga,1.76,4.49,2.93,65.3,0.24,0.27,0.51,0.15,14.7,0.24,0.21,0.03,0.0,12.5,1.76,0.21,0.03,0.18,0.0,1.57,0.3,-0.19,8.14,17.98,45.3,33.23,3.5,45.2,39.0,6.43,46.0,40.4,8.05,0.27,3.3,0.69,14.1,Timo Horn
Timo Horn,Timo Horn,0.0571577886889603,4500000,2019-2020,27.0,1.92,Goalkeeper,left,Bundesliga,2.03,4.47,2.56,57.2,0.29,0.18,0.53,0.18,17.6,0.18,0.12,0.06,0.0,33.3,2.03,0.12,0.03,0.32,0.06,1.56,0.32,-0.41,9.15,18.53,49.4,26.24,2.91,53.9,42.2,8.76,50.0,40.7,7.94,0.53,6.7,0.41,14.1,Timo Horn
Timo Horn,Timo Horn,0.0760302408044494,9500000,2017-2018,25.0,1.92,Goalkeeper,left,Bundesliga,2.06,5.79,3.97,68.5,0.15,0.21,0.65,0.15,14.7,0.26,0.24,0.03,0.0,11.1,2.06,0.24,0.0,0.21,0.0,2.11,0.33,0.05,8.62,22.21,38.8,22.76,2.41,66.3,48.9,8.21,86.7,61.7,10.88,0.82,7.6,0.97,15.7,Timo Horn
Tom Heaton,Thomas David Heaton,0.1423116478036458,5600000,2019-2020,34.0,1.88,Goalkeeper,right,Premier League,1.76,4.97,3.36,67.7,0.3,0.15,0.55,0.2,20.0,0.15,0.15,0.0,0.0,0.0,1.76,0.15,0.05,0.35,0.05,1.64,0.31,-0.07,6.47,19.26,33.6,20.97,4.77,57.7,45.9,9.83,73.0,56.5,11.29,0.85,7.6,0.4,11.7,Tom Heaton
Tom Heaton,Thomas David Heaton,0.1841542977324974,3000000,2018-2019,33.0,1.88,Goalkeeper,right,Premier League,1.42,4.26,3.0,67.9,0.42,0.21,0.37,0.21,21.1,0.05,0.05,0.0,0.0,0.0,1.42,0.05,0.05,0.11,0.16,1.21,0.28,-0.06,8.89,24.89,35.7,21.89,2.37,76.9,55.3,9.05,89.0,65.9,11.89,0.47,4.0,0.79,15.0,Tom Heaton
Tomáš Koubek,Tomáš Koubek,0.0640262247390177,4666666,2019-2020,28.0,1.97,Goalkeeper,right,Bundesliga,2.13,5.08,3.0,58.2,0.25,0.25,0.5,0.17,16.7,0.04,0.0,0.04,0.0,100.0,2.13,0.0,0.0,0.17,0.08,1.88,0.37,-0.17,6.75,20.58,32.8,26.17,4.29,54.1,45.2,8.83,72.6,57.3,9.58,0.63,6.5,0.96,15.5,Tomáš Koubek
Tomáš Koubek,Tomáš Koubek,0.1467237421660382,6333333,2018-2019,27.0,1.97,Goalkeeper,right,Ligue 1,1.48,4.12,2.77,66.4,0.31,0.34,0.34,0.28,28.1,0.12,0.09,0.03,0.0,25.0,1.48,0.09,0.0,0.28,0.03,1.2,0.28,-0.25,6.34,14.68,43.2,19.63,3.97,46.9,40.8,7.45,73.6,56.0,10.09,0.4,4.0,0.83,16.4,Tomáš Koubek
Tomáš Koubek,Tomáš Koubek,0.2224605618641703,5500000,2017-2018,26.0,1.97,Goalkeeper,right,Ligue 1,1.06,3.82,2.88,73.8,0.47,0.24,0.29,0.29,29.4,0.09,0.06,0.03,0.0,33.3,1.06,0.06,0.0,0.18,0.06,1.17,0.28,0.17,4.65,13.97,33.3,16.85,2.38,57.1,46.1,4.91,88.6,65.1,10.21,1.06,10.4,0.97,16.9,Tomáš Koubek
Tomáš Vaclík,Tomáš Vaclík,0.2031769190343341,16250000,2019-2020,30.0,1.9,Goalkeeper,right,La Liga,0.95,2.95,2.09,69.8,0.46,0.37,0.18,0.43,42.4,0.09,0.06,0.03,0.0,33.3,0.95,0.06,0.09,0.09,0.03,0.78,0.25,-0.14,5.48,12.83,42.7,21.11,4.77,40.1,37.3,7.23,60.4,48.1,8.0,0.62,7.7,0.49,14.0,Tomáš Vaclík
Tomáš Vaclík,Tomáš Vaclík,0.172204537859311,13750000,2018-2019,29.0,1.9,Goalkeeper,right,La Liga,1.33,4.06,2.88,70.1,0.39,0.24,0.36,0.24,24.2,0.15,0.12,0.03,0.0,20.0,1.33,0.12,0.06,0.12,0.03,1.35,0.3,0.04,5.82,17.27,33.7,22.36,5.45,49.5,41.0,7.82,79.5,60.2,8.76,0.76,8.7,0.42,13.7,Tomáš Vaclík
Vid Belec,Vid Belec,0.0617957329523992,1700000,2017-2018,28.0,1.92,Goalkeeper,right,Serie A,2.23,6.13,4.32,68.2,0.14,0.0,0.9,0.07,6.7,0.28,0.28,0.0,0.0,0.0,2.23,0.28,0.07,0.14,0.14,2.08,0.31,-0.01,5.01,14.41,34.8,22.9,5.5,44.1,37.5,8.21,52.5,45.1,10.72,0.84,7.8,0.56,12.4,Vid Belec
Wayne Hennessey,Wayne Robert Hennessey,0.1369527392224495,5000000,2018-2019,32.0,1.97,Goalkeeper,right,Premier League,1.49,3.71,2.4,64.6,0.23,0.17,0.57,0.29,29.4,0.23,0.17,0.06,0.0,25.0,1.49,0.17,0.06,0.29,0.0,1.25,0.29,-0.24,6.51,19.94,32.7,20.97,3.43,61.9,49.3,8.23,84.7,68.4,10.23,0.51,5.0,0.74,15.2,Wayne Hennessey
Wayne Hennessey,Wayne Robert Hennessey,0.1745379385718752,4000000,2017-2018,31.0,1.97,Goalkeeper,right,Premier League,1.52,4.7,3.3,68.5,0.3,0.22,0.48,0.26,25.9,0.04,0.04,0.0,0.0,0.0,1.52,0.04,0.04,0.3,0.07,1.44,0.3,0.0,8.67,22.37,38.7,20.59,3.59,71.6,54.1,8.37,91.2,70.9,10.44,0.63,6.0,0.67,13.9,Wayne Hennessey
Wojciech Szczęsny,Wojciech Tomasz Szczęsny,0.2003927766057804,31666666,2020-2021,31.0,1.96,Goalkeeper,right,Serie A,1.08,3.19,2.25,70.5,0.54,0.27,0.2,0.17,16.7,0.2,0.13,0.07,0.0,33.3,1.08,0.13,0.0,0.13,0.07,0.94,0.25,-0.06,3.97,6.82,58.1,28.07,4.37,21.0,29.1,6.05,15.6,24.3,8.1,0.57,7.1,0.81,14.7,Wojciech Szczęsny
Wojciech Szczęsny,Wojciech Tomasz Szczęsny,0.187731888376456,36000000,2019-2020,30.0,1.96,Goalkeeper,right,Serie A,1.15,4.17,3.3,79.2,0.66,0.14,0.21,0.38,37.9,0.35,0.28,0.03,0.03,11.1,1.15,0.28,0.03,0.14,0.0,1.2,0.22,0.06,3.75,6.95,54.0,19.63,5.42,28.5,32.5,6.81,19.9,26.8,7.61,0.38,5.0,0.76,15.0,Wojciech Szczęsny
Wojciech Szczęsny,Wojciech Tomasz Szczęsny,0.2408449764883756,32500000,2018-2019,29.0,1.96,Goalkeeper,right,Serie A,0.71,2.79,2.11,75.6,0.79,0.18,0.04,0.39,39.3,0.11,0.04,0.04,0.04,50.0,0.71,0.04,0.0,0.11,0.04,0.86,0.28,0.18,5.5,10.36,53.1,19.07,4.29,37.1,36.1,7.04,46.7,42.5,7.79,0.75,9.6,0.75,15.3,Wojciech Szczęsny
Wojciech Szczęsny,Wojciech Tomasz Szczęsny,0.2417481004216294,19333333,2017-2018,28.0,1.96,Goalkeeper,right,Serie A,0.53,2.0,1.41,73.5,0.76,0.18,0.06,0.65,64.7,0.0,0.0,0.0,0.0,,0.53,0.0,0.06,0.12,0.0,0.68,0.34,0.15,6.29,11.41,55.2,20.82,4.35,38.4,36.2,5.0,68.2,49.4,7.41,0.35,4.8,0.12,12.5,Wojciech Szczęsny
Yann Sommer,Yann Sommer,0.1747317577102573,6500000,2020-2021,33.0,1.83,Goalkeeper,right,Bundesliga,1.66,4.12,2.62,64.5,0.4,0.3,0.33,0.2,19.4,0.2,0.2,0.0,0.0,0.0,1.66,0.2,0.0,0.17,0.0,1.43,0.31,-0.23,5.97,12.94,46.2,34.12,4.15,32.0,32.1,7.0,28.9,29.9,7.96,0.46,5.8,0.66,13.5,Yann Sommer
Yann Sommer,Yann Sommer,0.1931103359002519,10750000,2019-2020,32.0,1.83,Goalkeeper,right,Bundesliga,1.18,4.47,3.24,74.3,0.59,0.15,0.26,0.21,20.6,0.06,0.03,0.03,0.0,50.0,1.18,0.03,0.03,0.09,0.0,1.3,0.28,0.13,6.76,14.29,47.3,37.06,4.91,30.2,33.1,8.38,37.2,36.4,8.41,0.41,4.9,0.91,14.3,Yann Sommer
Yann Sommer,Yann Sommer,0.1856982234176625,12000000,2018-2019,30.0,1.83,Goalkeeper,right,Bundesliga,1.24,4.53,3.38,74.7,0.47,0.21,0.32,0.38,38.2,0.09,0.09,0.0,0.0,0.0,1.24,0.09,0.0,0.09,0.0,1.53,0.33,0.29,6.62,15.85,41.7,39.24,5.59,31.6,33.6,7.71,45.0,42.2,8.53,0.74,8.6,0.76,14.6,Yann Sommer
Yann Sommer,Yann Sommer,0.1778341689596701,8000000,2017-2018,29.0,1.83,Goalkeeper,right,Bundesliga,1.44,4.97,3.63,73.8,0.41,0.27,0.34,0.21,20.0,0.14,0.14,0.0,0.0,0.0,1.44,0.14,0.0,0.21,0.03,1.4,0.27,0.0,6.82,17.82,38.3,33.78,4.52,38.5,35.8,7.81,61.4,48.1,10.79,0.89,8.3,0.55,13.8,Yann Sommer
Yassine Bounou,Yassine Bounou,0.2490081449937875,13166666,2020-2021,30.0,1.92,Goalkeeper,left,La Liga,0.85,3.03,2.36,76.0,0.64,0.15,0.21,0.45,45.5,0.18,0.12,0.06,0.0,33.3,0.85,0.12,0.0,0.12,0.06,0.78,0.22,-0.01,6.03,12.7,47.5,27.18,4.27,34.0,35.0,6.03,57.3,44.2,8.61,0.97,11.3,0.7,15.6,Yassine Bounou
Yassine Bounou,Yassine Bounou,0.1779303283782937,6333333,2018-2019,28.0,1.92,Goalkeeper,left,La Liga,1.35,5.09,3.96,77.2,0.25,0.31,0.44,0.25,25.0,0.19,0.19,0.0,0.0,0.0,1.35,0.19,0.06,0.19,0.03,1.46,0.26,0.14,5.97,15.6,38.3,22.26,4.47,46.0,40.6,8.02,66.7,52.8,10.06,0.72,7.2,0.41,13.2,Yassine Bounou
Yassine Bounou,Yassine Bounou,0.156142687860767,2666666,2017-2018,27.0,1.92,Goalkeeper,left,La Liga,1.56,4.58,3.19,68.9,0.44,0.2,0.37,0.31,30.0,0.17,0.14,0.0,0.03,0.0,1.56,0.14,0.07,0.03,0.03,1.33,0.27,-0.2,6.07,16.68,36.4,17.39,2.1,68.2,49.1,5.25,91.6,65.8,8.95,0.68,7.6,0.34,13.0,Yassine Bounou
Yoan Cardinale,Yoan Cardinale,0.1351912242163108,3000000,2017-2018,23.0,1.81,Goalkeeper,right,Ligue 1,1.6,4.3,2.8,62.8,0.3,0.1,0.6,0.3,30.0,0.0,0.0,0.0,0.0,,1.6,0.0,0.1,0.1,0.1,1.35,0.31,-0.15,3.3,7.1,46.5,15.8,2.6,22.8,27.0,4.2,83.3,57.6,9.5,0.3,3.2,0.3,14.3,Yoan Cardinale
Yohann Pelé,Yohann Pelé,0.1949430315554187,500000,2017-2018,36.0,1.96,Goalkeeper,right,Ligue 1,1.13,3.28,2.27,64.0,0.5,0.25,0.13,0.38,42.9,0.0,0.0,0.0,0.0,,1.13,0.0,0.0,0.0,0.13,0.97,0.27,-0.16,4.54,10.46,43.4,18.78,3.28,37.6,34.8,4.41,77.1,56.2,8.7,0.5,5.8,0.88,16.2,Yohann Pelé
Adrián,Adrián San Miguel del Castillo,0.1984823775832592,4666666,2019-2020,33.0,1.9,Goalkeeper,right,Premier League,1.03,2.88,1.75,64.3,0.93,0.0,0.0,0.21,22.2,0.0,0.0,0.0,0.0,,1.03,0.0,0.1,0.1,0.0,0.93,0.32,-0.1,6.17,14.61,42.3,25.3,5.04,44.3,38.3,6.99,48.5,40.2,9.36,0.82,8.8,0.72,13.0,Adrián San Miguel del Castillo
Adrián,Adrián San Miguel del Castillo,0.1610885000222681,5000000,2017-2018,31.0,1.9,Goalkeeper,right,Premier League,1.53,5.05,3.47,70.8,0.37,0.32,0.32,0.32,31.6,0.05,0.05,0.0,0.0,0.0,1.53,0.05,0.05,0.42,0.05,1.44,0.28,-0.04,8.37,24.74,33.8,20.37,2.47,78.0,54.1,9.79,90.3,61.9,10.37,0.63,6.1,0.74,13.9,Adrián San Miguel del Castillo
